Time,Command,Host IP,Destination Port
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,51852
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,64783
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,39793
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,40886
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,22153
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,27318
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,16981
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,41052
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,20844
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,21968
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,40584
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,31751
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,49927
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,39987
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,34273
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,40596
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,62221
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,36853
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,52384
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,24805
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,65348
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,20980
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,15872
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,31534
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,62690
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,58254
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,7462
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,31361
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,33178
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,8301
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,42928
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,36165
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,41982
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,57038
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,33066
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,11130
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,42544
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,11339
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,24657
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,58371
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,8268
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,476
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,11649
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,8596
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,59186
2024-04-18 00:04:10,"attack type: malformed packet attack, message: down",145.151.80.25,36518
2024-04-18 00:04:36,"attack type: normal - no attack, message: down",192.168.42.170,43501
2024-04-18 00:04:36,"attack type: normal - no attack, message: down",192.168.42.170,65062
2024-04-18 00:04:37,"attack type: normal - no attack, message: up",192.168.42.170,46522
2024-04-18 00:04:37,"attack type: normal - no attack, message: left",192.168.42.170,59118
2024-04-18 00:04:38,"attack type: normal - no attack, message: up",192.168.42.170,29947
2024-04-18 00:04:38,"attack type: normal - no attack, message: left",192.168.42.170,22038
2024-04-18 00:04:38,"attack type: normal - no attack, message: left",192.168.42.170,15896
2024-04-18 00:04:38,"attack type: normal - no attack, message: left",192.168.42.170,3885
2024-04-18 00:04:39,"attack type: normal - no attack, message: left",192.168.42.170,20637
2024-04-18 00:04:39,"attack type: normal - no attack, message: left",192.168.42.170,1915
2024-04-18 00:04:39,"attack type: normal - no attack, message: left",192.168.42.170,45730
2024-04-18 00:04:40,"attack type: normal - no attack, message: left",192.168.42.170,54091
2024-04-18 00:04:43,"attack type: icmp flood, message: down",61.74.169.163,11162
2024-04-18 00:04:49,"attack type: normal - no attack, message: right",192.168.42.170,31062
2024-04-18 00:04:50,"attack type: normal - no attack, message: right",192.168.42.170,19510
2024-04-18 00:04:50,"attack type: normal - no attack, message: right",192.168.42.170,49015
2024-04-18 00:04:51,"attack type: normal - no attack, message: down",192.168.42.170,44250
2024-04-18 00:04:51,"attack type: normal - no attack, message: right",192.168.42.170,29054
2024-04-18 00:04:52,"attack type: normal - no attack, message: down",192.168.42.170,59630
2024-04-18 00:04:57,"attack type: normal - no attack, message: right",192.168.42.170,18931
2024-04-18 00:04:57,"attack type: normal - no attack, message: down",192.168.42.170,43658
2024-04-18 00:04:58,"attack type: normal - no attack, message: right",192.168.42.170,47502
2024-04-18 00:04:58,"attack type: normal - no attack, message: down",192.168.42.170,62543
2024-04-18 00:04:59,"attack type: normal - no attack, message: right",192.168.42.170,42293
2024-04-18 00:04:59,"attack type: normal - no attack, message: down",192.168.42.170,3049
2024-04-18 00:04:59,"attack type: normal - no attack, message: right",192.168.42.170,61023
2024-04-18 00:04:59,"attack type: normal - no attack, message: right",192.168.42.170,55204
2024-04-18 00:05:00,"attack type: normal - no attack, message: down",192.168.42.170,5333
2024-04-18 00:05:00,"attack type: normal - no attack, message: right",192.168.42.170,19048
2024-04-18 00:05:00,"attack type: normal - no attack, message: down",192.168.42.170,23372
2024-04-18 00:05:00,"attack type: normal - no attack, message: down",192.168.42.170,64143
2024-04-18 00:05:01,"attack type: normal - no attack, message: right",192.168.42.170,38342
2024-04-18 00:05:01,"attack type: normal - no attack, message: down",192.168.42.170,11238
2024-04-18 00:05:01,"attack type: normal - no attack, message: right",192.168.42.170,22790
2024-04-18 00:05:02,"attack type: normal - no attack, message: down",192.168.42.170,1259
2024-04-18 00:05:02,"attack type: normal - no attack, message: right",192.168.42.170,47442
2024-04-18 00:05:02,"attack type: normal - no attack, message: down",192.168.42.170,41225
2024-04-18 00:05:02,"attack type: normal - no attack, message: right",192.168.42.170,1557
2024-04-18 00:05:03,"attack type: normal - no attack, message: down",192.168.42.170,18755
2024-04-18 00:05:03,"attack type: normal - no attack, message: down",192.168.42.170,10544
2024-04-18 00:05:05,"attack type: normal - no attack, message: down",192.168.42.170,61247
2024-04-18 00:05:15,"attack type: normal - no attack, message: down",192.168.42.170,4727
2024-04-18 00:05:16,"attack type: normal - no attack, message: down",192.168.42.170,62834
2024-04-18 00:05:18,"attack type: normal - no attack, message: up",192.168.42.170,18455
2024-04-18 00:05:18,"attack type: normal - no attack, message: left",192.168.42.170,11791
2024-04-18 00:05:18,"attack type: normal - no attack, message: up",192.168.42.170,52602
2024-04-18 00:05:19,"attack type: normal - no attack, message: left",192.168.42.170,57060
2024-04-18 00:05:19,"attack type: normal - no attack, message: up",192.168.42.170,6334
2024-04-18 00:05:19,"attack type: normal - no attack, message: left",192.168.42.170,23508
2024-04-18 00:05:19,"attack type: normal - no attack, message: up",192.168.42.170,2120
2024-04-18 00:05:20,"attack type: normal - no attack, message: left",192.168.42.170,40521
2024-04-18 00:05:20,"attack type: normal - no attack, message: up",192.168.42.170,55979
2024-04-18 00:05:20,"attack type: normal - no attack, message: left",192.168.42.170,24703
2024-04-18 00:05:20,"attack type: normal - no attack, message: up",192.168.42.170,12123
2024-04-18 00:05:20,"attack type: normal - no attack, message: up",192.168.42.170,19452
2024-04-18 00:05:21,"attack type: normal - no attack, message: left",192.168.42.170,19596
2024-04-18 00:05:21,"attack type: normal - no attack, message: up",192.168.42.170,17109
2024-04-18 00:05:21,"attack type: normal - no attack, message: left",192.168.42.170,54380
2024-04-18 00:05:21,"attack type: normal - no attack, message: up",192.168.42.170,16992
2024-04-18 00:05:22,"attack type: normal - no attack, message: up",192.168.42.170,39193
2024-04-18 00:05:22,"attack type: normal - no attack, message: left",192.168.42.170,17825
2024-04-18 00:05:22,"attack type: normal - no attack, message: up",192.168.42.170,26181
2024-04-18 00:05:22,"attack type: normal - no attack, message: left",192.168.42.170,26527
2024-04-18 00:05:23,"attack type: normal - no attack, message: up",192.168.42.170,247
2024-04-18 00:05:23,"attack type: normal - no attack, message: left",192.168.42.170,50900
2024-04-18 00:05:23,"attack type: normal - no attack, message: up",192.168.42.170,5380
2024-04-18 00:05:23,"attack type: normal - no attack, message: left",192.168.42.170,40212
2024-04-18 00:05:23,"attack type: normal - no attack, message: left",192.168.42.170,52971
2024-04-18 00:05:24,"attack type: normal - no attack, message: up",192.168.42.170,57435
2024-04-18 00:05:24,"attack type: normal - no attack, message: up",192.168.42.170,11309
2024-04-18 00:05:25,"attack type: normal - no attack, message: left",192.168.42.170,39525
2024-04-18 00:05:25,"attack type: normal - no attack, message: up",192.168.42.170,61648
2024-04-18 00:05:25,"attack type: normal - no attack, message: up",192.168.42.170,2534
2024-04-18 00:05:26,"attack type: normal - no attack, message: left",192.168.42.170,50707
2024-04-18 00:05:26,"attack type: normal - no attack, message: left",192.168.42.170,39722
2024-04-18 00:05:26,"attack type: normal - no attack, message: up",192.168.42.170,36365
2024-04-18 00:05:26,"attack type: normal - no attack, message: up",192.168.42.170,5289
2024-04-18 00:05:27,"attack type: normal - no attack, message: up",192.168.42.170,21949
2024-04-18 00:05:31,"attack type: normal - no attack, message: right",192.168.42.170,55394
2024-04-18 00:05:35,"attack type: normal - no attack, message: right",192.168.42.170,4749
2024-04-18 00:05:35,"attack type: normal - no attack, message: right",192.168.42.170,16250
2024-04-18 00:05:35,"attack type: normal - no attack, message: up",192.168.42.170,20327
2024-04-18 00:05:36,"attack type: normal - no attack, message: right",192.168.42.170,56697
2024-04-18 00:05:36,"attack type: normal - no attack, message: up",192.168.42.170,32351
2024-04-18 00:05:36,"attack type: normal - no attack, message: right",192.168.42.170,10413
2024-04-18 00:05:37,"attack type: normal - no attack, message: up",192.168.42.170,51099
2024-04-18 00:05:37,"attack type: normal - no attack, message: up",192.168.42.170,5480
2024-04-18 00:05:37,"attack type: normal - no attack, message: up",192.168.42.170,51449
2024-04-18 00:05:37,"attack type: normal - no attack, message: up",192.168.42.170,31500
2024-04-18 00:05:37,"attack type: normal - no attack, message: up",192.168.42.170,58264
2024-04-18 00:05:38,"attack type: normal - no attack, message: up",192.168.42.170,47328
2024-04-18 00:05:38,"attack type: normal - no attack, message: up",192.168.42.170,3898
2024-04-18 00:05:38,"attack type: normal - no attack, message: right",192.168.42.170,25386
2024-04-18 00:05:39,"attack type: normal - no attack, message: up",192.168.42.170,23237
2024-04-18 00:05:39,"attack type: normal - no attack, message: up",192.168.42.170,38108
2024-04-18 00:05:39,"attack type: normal - no attack, message: right",192.168.42.170,5790
2024-04-18 00:05:39,"attack type: normal - no attack, message: up",192.168.42.170,9136
2024-04-18 00:05:39,"attack type: normal - no attack, message: right",192.168.42.170,56563
2024-04-18 00:05:40,"attack type: normal - no attack, message: up",192.168.42.170,8643
2024-04-18 00:05:40,"attack type: normal - no attack, message: right",192.168.42.170,26309
2024-04-18 00:05:40,"attack type: normal - no attack, message: right",192.168.42.170,36474
2024-04-18 00:05:40,"attack type: normal - no attack, message: right",192.168.42.170,19784
2024-04-18 00:05:41,"attack type: normal - no attack, message: right",192.168.42.170,18639
2024-04-18 00:05:41,"attack type: normal - no attack, message: up",192.168.42.170,53568
2024-04-18 00:05:41,"attack type: normal - no attack, message: right",192.168.42.170,35523
2024-04-18 00:05:41,"attack type: normal - no attack, message: up",192.168.42.170,1199
2024-04-18 00:05:42,"attack type: normal - no attack, message: up",192.168.42.170,25158
2024-04-18 00:05:42,"attack type: normal - no attack, message: right",192.168.42.170,56827
2024-04-18 00:05:42,"attack type: normal - no attack, message: up",192.168.42.170,42485
2024-04-18 00:05:43,"attack type: normal - no attack, message: up",192.168.42.170,55411
2024-04-18 00:05:43,"attack type: normal - no attack, message: up",192.168.42.170,143
2024-04-18 00:05:43,"attack type: normal - no attack, message: up",192.168.42.170,25450
2024-04-18 00:05:43,"attack type: normal - no attack, message: right",192.168.42.170,60046
2024-04-18 00:05:44,"attack type: normal - no attack, message: up",192.168.42.170,15666
2024-04-18 00:05:44,"attack type: normal - no attack, message: right",192.168.42.170,65000
2024-04-18 00:05:44,"attack type: normal - no attack, message: right",192.168.42.170,41731
2024-04-18 00:05:44,"attack type: normal - no attack, message: right",192.168.42.170,60134
2024-04-18 00:05:45,"attack type: normal - no attack, message: right",192.168.42.170,39911
2024-04-18 00:05:45,"attack type: normal - no attack, message: right",192.168.42.170,59922
2024-04-18 00:05:45,"attack type: normal - no attack, message: right",192.168.42.170,38348
2024-04-18 00:05:45,"attack type: normal - no attack, message: right",192.168.42.170,63128
2024-04-18 00:05:55,"attack type: normal - no attack, message: left",192.168.42.170,9148
2024-04-18 00:05:55,"attack type: normal - no attack, message: left",192.168.42.170,26432
2024-04-18 00:05:56,"attack type: normal - no attack, message: left",192.168.42.170,33343
2024-04-18 00:05:56,"attack type: normal - no attack, message: up",192.168.42.170,14329
2024-04-18 00:05:56,"attack type: normal - no attack, message: up",192.168.42.170,40898
2024-04-18 00:05:57,"attack type: normal - no attack, message: left",192.168.42.170,41684
2024-04-18 00:05:57,"attack type: normal - no attack, message: up",192.168.42.170,53229
2024-04-18 00:05:57,"attack type: normal - no attack, message: left",192.168.42.170,35533
2024-04-18 00:05:58,"attack type: normal - no attack, message: up",192.168.42.170,40285
2024-04-18 00:05:58,"attack type: normal - no attack, message: left",192.168.42.170,15311
2024-04-18 00:05:58,"attack type: normal - no attack, message: left",192.168.42.170,57000
2024-04-18 00:05:58,"attack type: normal - no attack, message: up",192.168.42.170,46815
2024-04-18 00:05:58,"attack type: normal - no attack, message: up",192.168.42.170,12977
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,37642
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,31074
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,41556
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,62526
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,20355
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,41782
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,48175
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,8053
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,41880
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,192
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,15347
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,37194
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,62092
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,34130
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,19298
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,25853
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,31410
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,51721
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,22923
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,27926
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,36635
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,55300
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,37526
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,10635
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,49268
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,8189
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,32877
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,17603
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,63349
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,30883
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,8758
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,51437
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,8528
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,55757
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,55420
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,43875
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,62739
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,53770
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,25150
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,7122
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,10725
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,52594
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,23815
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,22615
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,52633
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,12380
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,7925
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,39639
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,51928
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,60334
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,19704
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,42066
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,39543
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,50526
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,11219
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,37853
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,3860
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,18221
2024-04-18 00:05:59,"attack type: normal - no attack, message: up",192.168.42.170,47088
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,21890
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,21936
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,17857
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,11504
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,22032
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,29195
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,24264
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,45454
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,24115
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,63954
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,12423
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,24653
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,10759
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,36929
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,60333
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,14926
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,13582
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,52018
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,64691
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,4304
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,22735
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,26967
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,7920
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,31897
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,18772
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,8280
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,47165
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,47906
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,57854
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,56204
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,42099
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,53520
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,63964
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,49623
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,53234
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,47139
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,64754
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,2801
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,39969
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,37353
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,2548
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,34722
2024-04-18 00:05:59,"attack type: malformed packet attack, message: right",121.199.115.175,29277
2024-04-18 00:05:59,"attack type: normal - no attack, message: left",192.168.42.170,47449
2024-04-18 00:06:00,"attack type: normal - no attack, message: left",192.168.42.170,43701
2024-04-18 00:06:01,"attack type: normal - no attack, message: left",192.168.42.170,47460
2024-04-18 00:06:02,"attack type: normal - no attack, message: up",192.168.42.170,26250
2024-04-18 00:06:02,"attack type: normal - no attack, message: left",192.168.42.170,36743
2024-04-18 00:06:03,"attack type: normal - no attack, message: left",192.168.42.170,16889
2024-04-18 00:06:03,"attack type: normal - no attack, message: left",192.168.42.170,16655
2024-04-18 00:06:04,"attack type: normal - no attack, message: left",192.168.42.170,35139
2024-04-18 00:06:04,"attack type: normal - no attack, message: left",192.168.42.170,58649
2024-04-18 00:06:04,"attack type: normal - no attack, message: left",192.168.42.170,37446
2024-04-18 00:06:04,"attack type: normal - no attack, message: left",192.168.42.170,17223
2024-04-18 00:06:05,"attack type: normal - no attack, message: left",192.168.42.170,38070
2024-04-18 00:06:05,"attack type: normal - no attack, message: left",192.168.42.170,54536
2024-04-18 00:06:05,"attack type: normal - no attack, message: left",192.168.42.170,5043
2024-04-18 00:06:05,"attack type: normal - no attack, message: left",192.168.42.170,57946
2024-04-18 00:06:06,"attack type: normal - no attack, message: left",192.168.42.170,18878
2024-04-18 00:06:06,"attack type: normal - no attack, message: left",192.168.42.170,18946
2024-04-18 00:06:08,"attack type: normal - no attack, message: left",192.168.42.170,56563
2024-04-18 00:06:09,"attack type: normal - no attack, message: left",192.168.42.170,56368
2024-04-18 00:06:09,"attack type: normal - no attack, message: left",192.168.42.170,42620
2024-04-18 00:06:10,"attack type: normal - no attack, message: left",192.168.42.170,52773
2024-04-18 00:06:11,"attack type: normal - no attack, message: left",192.168.42.170,49729
2024-04-18 00:06:11,"attack type: normal - no attack, message: left",192.168.42.170,59454
2024-04-18 00:06:12,"attack type: normal - no attack, message: left",192.168.42.170,47211
2024-04-18 00:06:12,"attack type: normal - no attack, message: left",192.168.42.170,34730
2024-04-18 00:06:12,"attack type: normal - no attack, message: left",192.168.42.170,39168
2024-04-18 00:06:13,"attack type: normal - no attack, message: up",192.168.42.170,50395
2024-04-18 00:06:13,"attack type: normal - no attack, message: left",192.168.42.170,7704
2024-04-18 00:06:13,"attack type: normal - no attack, message: up",192.168.42.170,25432
2024-04-18 00:06:13,"attack type: normal - no attack, message: left",192.168.42.170,21972
2024-04-18 00:06:14,"attack type: normal - no attack, message: up",192.168.42.170,38648
2024-04-18 00:06:14,"attack type: normal - no attack, message: left",192.168.42.170,5223
2024-04-18 00:06:14,"attack type: normal - no attack, message: left",192.168.42.170,31129
2024-04-18 00:06:14,"attack type: normal - no attack, message: left",192.168.42.170,16269
2024-04-18 00:06:14,"attack type: normal - no attack, message: left",192.168.42.170,60738
2024-04-18 00:06:15,"attack type: normal - no attack, message: left",192.168.42.170,13826
2024-04-18 00:06:15,"attack type: normal - no attack, message: left",192.168.42.170,17542
2024-04-18 00:06:16,"attack type: normal - no attack, message: left",192.168.42.170,46501
2024-04-18 00:06:17,"attack type: normal - no attack, message: up",192.168.42.170,9290
2024-04-18 00:06:17,"attack type: normal - no attack, message: left",192.168.42.170,49745
2024-04-18 00:06:17,"attack type: normal - no attack, message: left",192.168.42.170,12393
2024-04-18 00:06:18,"attack type: normal - no attack, message: left",192.168.42.170,8207
2024-04-18 00:06:18,"attack type: normal - no attack, message: left",192.168.42.170,7735
2024-04-18 00:06:18,"attack type: normal - no attack, message: left",192.168.42.170,48612
2024-04-18 00:06:19,"attack type: normal - no attack, message: left",192.168.42.170,59277
2024-04-18 00:06:19,"attack type: normal - no attack, message: left",192.168.42.170,15230
2024-04-18 00:06:19,"attack type: normal - no attack, message: left",192.168.42.170,8490
2024-04-18 00:06:20,"attack type: normal - no attack, message: left",192.168.42.170,43497
2024-04-18 00:06:20,"attack type: normal - no attack, message: left",192.168.42.170,27603
2024-04-18 00:06:20,"attack type: normal - no attack, message: left",192.168.42.170,15076
2024-04-18 00:06:21,"attack type: normal - no attack, message: left",192.168.42.170,18320
2024-04-18 00:06:21,"attack type: normal - no attack, message: left",192.168.42.170,51213
2024-04-18 00:06:21,"attack type: normal - no attack, message: left",192.168.42.170,44760
2024-04-18 00:06:22,"attack type: normal - no attack, message: left",192.168.42.170,2881
2024-04-18 00:06:22,"attack type: normal - no attack, message: left",192.168.42.170,33887
2024-04-18 00:06:22,"attack type: normal - no attack, message: left",192.168.42.170,52770
2024-04-18 00:06:23,"attack type: normal - no attack, message: left",192.168.42.170,3990
2024-04-18 00:06:23,"attack type: normal - no attack, message: left",192.168.42.170,2576
2024-04-18 00:06:29,"attack type: normal - no attack, message: down",192.168.42.170,433
2024-04-18 00:06:30,"attack type: normal - no attack, message: down",192.168.42.170,14562
2024-04-18 00:06:30,"attack type: normal - no attack, message: right",192.168.42.170,37070
2024-04-18 00:06:30,"attack type: normal - no attack, message: down",192.168.42.170,60964
2024-04-18 00:06:30,"attack type: normal - no attack, message: down",192.168.42.170,61597
2024-04-18 00:06:31,"attack type: normal - no attack, message: right",192.168.42.170,10121
